title,category,publish_date,article_url,sentiment
IHSG Diramal Bergerak di Rentang 6.772-6.900,detikFinance,"Senin, 13 Feb 2023 08:37 WIB",https://finance.detik.com/market-research/d-6565401/ihsg-diramal-bergerak-di-rentang-6-772-6-900,negatif
Emiten Bank Raksasa Dulang Cuan Jumbo Bagaimana Prospek Sahamnya?,detikFinance,"Senin, 30 Jan 2023 06:30 WIB",https://finance.detik.com/portofolio/d-6541057/emiten-bank-raksasa-dulang-cuan-jumbo-bagaimana-prospek-sahamnya,negatif
Kinerja BCA Masih Moncer 2022 Raup Laba Bersih Rp 40 Triliun!,detikFinance,"Kamis, 26 Jan 2023 15:33 WIB",https://finance.detik.com/bursa-dan-valas/d-6535771/kinerja-bca-masih-moncer-2022-raup-laba-bersih-rp-40-triliun,positif
Emiten SCTV dan Sandiaga Masuk LQ45 Ini Daftar Terbarunya,detikFinance,"Kamis, 26 Jan 2023 11:06 WIB",https://finance.detik.com/bursa-dan-valas/d-6535116/emiten-sctv-dan-sandiaga-masuk-lq45-ini-daftar-terbarunya,positif
Tunggu The Fed Saham Tech Diramal Bakal Jadi Market Leader Global,detikFinance,"Selasa, 10 Jan 2023 14:45 WIB",https://finance.detik.com/bursa-dan-valas/d-6507989/tunggu-the-fed-saham-tech-diramal-bakal-jadi-market-leader-global,negatif
Deretan Saham yang Patut Dilirik Saat IHSG Diramal Naik Hari Ini,detikFinance,"Senin, 09 Jan 2023 09:32 WIB",https://finance.detik.com/market-research/d-6505249/deretan-saham-yang-patut-dilirik-saat-ihsg-diramal-naik-hari-ini,negatif
Saham GOTO Pelan-pelan Naik Apa Penggeraknya?,detikFinance,"Senin, 09 Jan 2023 08:40 WIB",https://finance.detik.com/bursa-dan-valas/d-6505232/saham-goto-pelan-pelan-naik-apa-penggeraknya,negatif
Jadi Orang Terkaya RI Ini Bisnis Low Tuck Kwong dan Duo Hartono,detikFinance,"Senin, 26 Des 2022 14:38 WIB",https://finance.detik.com/berita-ekonomi-bisnis/d-6481699/jadi-orang-terkaya-ri-ini-bisnis-low-tuck-kwong-dan-duo-hartono,positif
IHSG Diramal Rebound Hari Ini Intip Rekomendasi Sahamnya,detikFinance,"Kamis, 08 Des 2022 08:34 WIB",https://finance.detik.com/market-research/d-6449234/ihsg-diramal-rebound-hari-ini-intip-rekomendasi-sahamnya,positif
Sumber Kekayaan Hartono Bersaudara Kakak Beradik Berharta Rp 695 T,detikFinance,"Rabu, 09 Nov 2022 08:00 WIB",https://finance.detik.com/berita-ekonomi-bisnis/d-6394893/sumber-kekayaan-hartono-bersaudara-kakak-beradik-berharta-rp-695-t,positif
Gembok Saham GoTo Bakal Dibuka Investor Jangan Grasa-grusu,detikFinance,"Selasa, 25 Okt 2022 12:24 WIB",https://finance.detik.com/bursa-dan-valas/d-6367652/gembok-saham-goto-bakal-dibuka-investor-jangan-grasa-grusu,negatif
Mantap IPO Blibli Jamin Grup Djarum Nggak Bakal Cabut,detikFinance,"Selasa, 18 Okt 2022 18:19 WIB",https://finance.detik.com/bursa-dan-valas/d-6355584/mantap-ipo-blibli-jamin-grup-djarum-nggak-bakal-cabut,positif
Investor Asing Diam-diam Borong Saham GOTO,detikFinance,"Minggu, 16 Okt 2022 23:00 WIB",https://finance.detik.com/bursa-dan-valas/d-6351596/investor-asing-diam-diam-borong-saham-goto,negatif
Ikut Jejak Jahja 2 Direksi BCA Lepas Saham Rp 79 Miliar,detikFinance,"Selasa, 20 Sep 2022 15:37 WIB",https://finance.detik.com/bursa-dan-valas/d-6302124/ikut-jejak-jahja-2-direksi-bca-lepas-saham-rp-7-9-miliar,negatif
Bos BCA Jual 1 Juta Lembar Saham Sebagian buat Renovasi Rumah,detikFinance,"Minggu, 18 Sep 2022 17:34 WIB",https://finance.detik.com/bursa-dan-valas/d-6298322/bos-bca-jual-1-juta-lembar-saham-sebagian-buat-renovasi-rumah,negatif
Harga Saham BCA Tembus Rp 8.700 Harta Duo Hartono To The Moon,detikFinance,"Jumat, 16 Sep 2022 13:55 WIB",https://finance.detik.com/bursa-dan-valas/d-6295123/harga-saham-bca-tembus-rp-8-700-harta-duo-hartono-to-the-moon,negatif
IHSG Menguat Jelang Akhir Pekan Ini Saham-saham yang Bisa Kasih Cuan,detikFinance,"Jumat, 26 Agu 2022 09:26 WIB",https://finance.detik.com/bursa-dan-valas/d-6255071/ihsg-menguat-jelang-akhir-pekan-ini-saham-saham-yang-bisa-kasih-cuan,positif
IHSG Dibuka 2 Arah Ini Saham-saham yang Layak Dikoleksi,detikFinance,"Kamis, 25 Agu 2022 09:06 WIB",https://finance.detik.com/bursa-dan-valas/d-6253001/ihsg-dibuka-2-arah-ini-saham-saham-yang-layak-dikoleksi,positif
Hari Kejepit IHSG Bergerak Terbatas,detikFinance,"Senin, 15 Agu 2022 08:44 WIB",https://finance.detik.com/market-research/d-6234929/hari-kejepit-ihsg-bergerak-terbatas,positif
IHSG Tembus Level 7.000 Lagi!,detikFinance,"Jumat, 29 Jul 2022 09:12 WIB",https://finance.detik.com/bursa-dan-valas/d-6205048/ihsg-tembus-level-7-000-lagi,positif
IHSG Menguat Lagi Terus Dekati Level 7.000,detikFinance,"Kamis, 28 Jul 2022 09:10 WIB",https://finance.detik.com/bursa-dan-valas/d-6203003/ihsg-menguat-lagi-terus-dekati-level-7-000,positif
Marak Sentimen Negatif IHSG Bakal Bergerak Terbatas,detikFinance,"Jumat, 15 Jul 2022 08:46 WIB",https://finance.detik.com/market-research/d-6180132/marak-sentimen-negatif-ihsg-bakal-bergerak-terbatas,positif
IHSG Hari Ini Dibuka Perkasa Melesat 1%,detikFinance,"Jumat, 08 Jul 2022 09:07 WIB",https://finance.detik.com/bursa-dan-valas/d-6168428/ihsg-hari-ini-dibuka-perkasa-melesat-1,positif
Boris Johnson Mau Mundur IHSG Kena Efeknya?,detikFinance,"Kamis, 07 Jul 2022 16:49 WIB",https://finance.detik.com/bursa-dan-valas/d-6167403/boris-johnson-mau-mundur-ihsg-kena-efeknya,negatif
IHSG Dibuka 2 Arah Ini Saham-saham yang Bisa Cuan,detikFinance,"Kamis, 07 Jul 2022 09:08 WIB",https://finance.detik.com/bursa-dan-valas/d-6166376/ihsg-dibuka-2-arah-ini-saham-saham-yang-bisa-cuan,negatif
IHSG Dibuka Loyo Cek Saham-saham Rekomendasi Ini,detikFinance,"Rabu, 06 Jul 2022 09:14 WIB",https://finance.detik.com/bursa-dan-valas/d-6164427/ihsg-dibuka-loyo-cek-saham-saham-rekomendasi-ini,negatif
Kemarin Anjlok IHSG Ada Potensi Rebound,detikFinance,"Selasa, 05 Jul 2022 08:52 WIB",https://finance.detik.com/market-research/d-6162460/kemarin-anjlok-ihsg-ada-potensi-rebound,positif
Alert! Pagi-pagi IHSG Jatuh Lebih dari 3%,detikFinance,"Senin, 04 Jul 2022 10:14 WIB",https://finance.detik.com/bursa-dan-valas/d-6160683/alert-pagi-pagi-ihsg-jatuh-lebih-dari-3,negatif
Awal Pekan IHSG Dibuka Loyo Saham Apa yang Layak Dibeli?,detikFinance,"Senin, 04 Jul 2022 09:23 WIB",https://finance.detik.com/bursa-dan-valas/d-6160603/awal-pekan-ihsg-dibuka-loyo-saham-apa-yang-layak-dibeli,negatif
IHSG Hari Ini Dibuka Menguat Intip Saham-saham yang Layak Dibeli,detikFinance,"Jumat, 01 Jul 2022 09:17 WIB",https://finance.detik.com/bursa-dan-valas/d-6156321/ihsg-hari-ini-dibuka-menguat-intip-saham-saham-yang-layak-dibeli,negatif
Jumbo! Ini Jumlah Anggaran 10 Perusahaan Raksasa RI untuk Gaji Karyawan,detikFinance,"Senin, 27 Jun 2022 13:00 WIB",https://finance.detik.com/bursa-dan-valas/d-6148970/jumbo-ini-jumlah-anggaran-10-perusahaan-raksasa-ri-untuk-gaji-karyawan,negatif
Musim Bagi-bagi Dividen Bisa Dorong IHSG ke Zona Hijau,detikFinance,"Senin, 27 Jun 2022 08:51 WIB",https://finance.detik.com/market-research/d-6148525/musim-bagi-bagi-dividen-bisa-dorong-ihsg-ke-zona-hijau,negatif
The Fed Kerek Bunga Acuan 075% IHSG Langsung Terjun Bebas,detikFinance,"Jumat, 17 Jun 2022 09:22 WIB",https://finance.detik.com/bursa-dan-valas/d-6131855/the-fed-kerek-bunga-acuan-0-75-ihsg-langsung-terjun-bebas,positif
IHSG Merah Saham HMSP Hingga BMRI Bisa Jadi Pilihan,detikFinance,"Kamis, 09 Jun 2022 09:05 WIB",https://finance.detik.com/bursa-dan-valas/d-6117795/ihsg-merah-saham-hmsp-hingga-bmri-bisa-jadi-pilihan,negatif
Laju Penguatan Saham GoTo di Tengah Landainya IHSG,detikFinance,"Jumat, 03 Jun 2022 06:15 WIB",https://finance.detik.com/bursa-dan-valas/d-6107788/laju-penguatan-saham-goto-di-tengah-landainya-ihsg,negatif
IHSG Dibuka Cerah Cek Menu-menu Cuan Ini,detikFinance,"Senin, 30 Mei  2022 09:28 WIB",https://finance.detik.com/bursa-dan-valas/d-6101420/ihsg-dibuka-cerah-cek-menu-menu-cuan-ini,positif
IHSG Melesat 1% Lebih Ini Saham-saham yang Bisa Kasih Cuan!,detikFinance,"Jumat, 27 Mei  2022 09:07 WIB",https://finance.detik.com/bursa-dan-valas/d-6097268/ihsg-melesat-1-lebih-ini-saham-saham-yang-bisa-kasih-cuan,positif
Membandingkan Kinerja GoTo dengan Saham Emiten Teknologi Global,detikFinance,"Rabu, 25 Mei  2022 12:32 WIB",https://finance.detik.com/bursa-dan-valas/d-6094846/membandingkan-kinerja-goto-dengan-saham-emiten-teknologi-global,positif
Direktur Keuangan Borong 401 Ribu Saham BCA Nilainya Rp 3 Miliar!,detikFinance,"Rabu, 18 Mei  2022 15:17 WIB",https://finance.detik.com/bursa-dan-valas/d-6083369/direktur-keuangan-borong-401-ribu-saham-bca-nilainya-rp-3-miliar,negatif
Intip Gaji Komisaris Direksi Bank BUMN-Swasta Top RI Tembus Miliaran!,detikFinance,"Selasa, 17 Mei  2022 18:30 WIB",https://finance.detik.com/berita-ekonomi-bisnis/d-6081210/intip-gaji-komisaris-direksi-bank-bumn-swasta-top-ri-tembus-miliaran,positif
IHSG Hari Ini Dibuka 'Berdarah' Cek Saham-saham yang Bisa Dibeli!,detikFinance,"Jumat, 22 Apr 2022 09:06 WIB",https://finance.detik.com/bursa-dan-valas/d-6045014/ihsg-hari-ini-dibuka-berdarah-cek-saham-saham-yang-bisa-dibeli,positif
IHSG Hari Ini Tancap Gas! BBCA Hingga RALS Bisa Dijual,detikFinance,"Senin, 18 Apr 2022 09:30 WIB",https://finance.detik.com/bursa-dan-valas/d-6037763/ihsg-hari-ini-tancap-gas-bbca-hingga-rals-bisa-dijual,positif
IHSG Hari Ini Dibuka Hijau Saham BBCA Hingga RALS Bisa Disantap,detikFinance,"Kamis, 14 Apr 2022 09:08 WIB",https://finance.detik.com/bursa-dan-valas/d-6032202/ihsg-hari-ini-dibuka-hijau-saham-bbca-hingga-rals-bisa-disantap,negatif
Mengenal Indeks Saham IDX30 Fungsi serta Daftar Lengkapnya,detikFinance,"Rabu, 13 Apr 2022 09:31 WIB",https://finance.detik.com/bursa-dan-valas/d-6030356/mengenal-indeks-saham-idx30-fungsi-serta-daftar-lengkapnya,negatif
IHSG Hari Ini Dibuka Menguat BBCA Hingga PWON Bisa Jadi Santapan,detikFinance,"Rabu, 13 Apr 2022 09:10 WIB",https://finance.detik.com/bursa-dan-valas/d-6030336/ihsg-hari-ini-dibuka-menguat-bbca-hingga-pwon-bisa-jadi-santapan,negatif
Apa Itu Market Cap? Ini Pengertian Cara Hitung hingga Strategi Investasinya,detikFinance,"Rabu, 06 Apr 2022 18:39 WIB",https://finance.detik.com/berita-ekonomi-bisnis/d-6018882/apa-itu-market-cap-ini-pengertian-cara-hitung-hingga-strategi-investasinya,positif
Masih Rugi Saham GoTo Layak Dibeli?,detikFinance,"Rabu, 30 Mar 2022 13:29 WIB",https://finance.detik.com/bursa-dan-valas/d-6007916/masih-rugi-saham-goto-layak-dibeli,positif
IHSG Hari Ini Menguat Lagi Cek Saham-saham Pilihan,detikFinance,"Jumat, 18 Mar 2022 09:13 WIB",https://finance.detik.com/bursa-dan-valas/d-5989019/ihsg-hari-ini-menguat-lagi-cek-saham-saham-pilihan,negatif
BCA Rombak Direksi dan Ganti Wadirut,detikFinance,"Kamis, 17 Mar 2022 17:45 WIB",https://finance.detik.com/bursa-dan-valas/d-5988169/bca-rombak-direksi-dan-ganti-wadirut,negatif
Mantap! BCA Bagi-bagi Dividen Rp 179 Triliun,detikFinance,"Kamis, 17 Mar 2022 16:51 WIB",https://finance.detik.com/bursa-dan-valas/d-5988085/mantap-bca-bagi-bagi-dividen-rp-17-9-triliun,negatif
IHSG Hari Ini Tembus ke Level 7.000!,detikFinance,"Kamis, 17 Mar 2022 09:15 WIB",https://finance.detik.com/bursa-dan-valas/d-5987107/ihsg-hari-ini-tembus-ke-level-7-000,negatif
IHSG Hari Ini 'Parkir' di 6.952 Masih Hijau,detikFinance,"Rabu, 16 Mar 2022 12:43 WIB",https://finance.detik.com/bursa-dan-valas/d-5985748/ihsg-hari-ini-parkir-di-6-952-masih-hijau,negatif
IHSG Hari Ini Menguat ke 6.952 Cek Saham yang Bisa Cuan,detikFinance,"Rabu, 16 Mar 2022 09:24 WIB",https://finance.detik.com/bursa-dan-valas/d-5985349/ihsg-hari-ini-menguat-ke-6-952-cek-saham-yang-bisa-cuan,negatif
IHSG Hari Ini Menguat Simak Saham-saham yang Berpotensi Cuan!,detikFinance,"Selasa, 15 Mar 2022 09:38 WIB",https://finance.detik.com/bursa-dan-valas/d-5983448/ihsg-hari-ini-menguat-simak-saham-saham-yang-berpotensi-cuan,negatif
IHSG Hari Ini Dibuka Menguat Simak Saham-saham yang Bisa Cuan Ini,detikFinance,"Senin, 14 Mar 2022 09:14 WIB",https://finance.detik.com/bursa-dan-valas/d-5981701/ihsg-hari-ini-dibuka-menguat-simak-saham-saham-yang-bisa-cuan-ini,negatif
IHSG Hari Ini Kebakaran! Bursa Asia Juga Keok,detikFinance,"Senin, 07 Mar 2022 09:10 WIB",https://finance.detik.com/bursa-dan-valas/d-5971355/ihsg-hari-ini-kebakaran-bursa-asia-juga-keok,positif
IHSG Hari Ini Dibuka Gagah! Bursa Asia Keok,detikFinance,"Jumat, 04 Mar 2022 09:10 WIB",https://finance.detik.com/bursa-dan-valas/d-5967625/ihsg-hari-ini-dibuka-gagah-bursa-asia-keok,negatif
IHSG Hari Ini Juara Bursa Asia Lain Kebakaran!,detikFinance,"Rabu, 02 Mar 2022 09:07 WIB",https://finance.detik.com/bursa-dan-valas/d-5964815/ihsg-hari-ini-juara-bursa-asia-lain-kebakaran,negatif
IHSG Hari Ini Dibuka Melesat 1% Lebih Cetak Rekor Lagi,detikFinance,"Selasa, 01 Mar 2022 09:14 WIB",https://finance.detik.com/bursa-dan-valas/d-5963098/ihsg-hari-ini-dibuka-melesat-1-lebih-cetak-rekor-lagi,negatif
IHSG Hari Ini di Luar Dugaan Sesi 1 Naik Hampir 1%,detikFinance,"Jumat, 25 Feb 2022 12:08 WIB",https://finance.detik.com/bursa-dan-valas/d-5958453/ihsg-hari-ini-di-luar-dugaan-sesi-1-naik-hampir-1,positif
IHSG Hari Ini Dibuka Menguat Cek Saham-saham yang Bisa Bikin Untung,detikFinance,"Jumat, 25 Feb 2022 09:13 WIB",https://finance.detik.com/bursa-dan-valas/d-5958205/ihsg-hari-ini-dibuka-menguat-cek-saham-saham-yang-bisa-bikin-untung,positif
IHSG Hari Ini 'Kebakaran' Cek Rekomendasi Saham Berikut!,detikFinance,"Kamis, 24 Feb 2022 09:10 WIB",https://finance.detik.com/bursa-dan-valas/d-5956356/ihsg-hari-ini-kebakaran-cek-rekomendasi-saham-berikut,negatif
IHSG Bisa Cetak Rekor Lagi Nggak?,detikFinance,"Kamis, 10 Feb 2022 21:00 WIB",https://finance.detik.com/bursa-dan-valas/d-5936876/ihsg-bisa-cetak-rekor-lagi-nggak,negatif
IHSG Lagi Tancap Gas Simak Rekomendasi Saham Biar Cuan,detikFinance,"Kamis, 10 Feb 2022 14:12 WIB",https://finance.detik.com/bursa-dan-valas/d-5936473/ihsg-lagi-tancap-gas-simak-rekomendasi-saham-biar-cuan,negatif
Gaji Komisaris-Direksi Bank BUMN-Swasta Top RI Ini Sampai Miliaran!,detikFinance,"Kamis, 10 Feb 2022 10:28 WIB",https://finance.detik.com/berita-ekonomi-bisnis/d-5936128/gaji-komisaris-direksi-bank-bumn-swasta-top-ri-ini-sampai-miliaran,negatif
Simak! Bos BCA Bagikan Tips Investasi buat Pemula Nih,detikFinance,"Rabu, 09 Feb 2022 12:21 WIB",https://finance.detik.com/bursa-dan-valas/d-5934672/simak-bos-bca-bagikan-tips-investasi-buat-pemula-nih,negatif
Penguatan Terbatas IHSG Hari Ini Diproyeksi Masih Merah,detikFinance,"Rabu, 09 Feb 2022 08:53 WIB",https://finance.detik.com/market-research/d-5934342/penguatan-terbatas-ihsg-hari-ini-diproyeksi-masih-merah,negatif
IHSG Diprediksi Cetak Rekor Lagi Intip Saham Rekomendasinya,detikFinance,"Selasa, 08 Feb 2022 08:42 WIB",https://finance.detik.com/market-research/d-5932721/ihsg-diprediksi-cetak-rekor-lagi-intip-saham-rekomendasinya,positif
IHSG Diprediksi Bangkit Lagi Intip Rekomendasi Saham yang Dibeli,detikFinance,"Senin, 07 Feb 2022 08:48 WIB",https://finance.detik.com/market-research/d-5931019/ihsg-diprediksi-bangkit-lagi-intip-rekomendasi-saham-yang-dibeli,negatif
IHSG Akhir Pekan Diprediksi Loyo Ini Saham Rekomendasinya,detikFinance,"Jumat, 04 Feb 2022 08:52 WIB",https://finance.detik.com/market-research/d-5927510/ihsg-akhir-pekan-diprediksi-loyo-ini-saham-rekomendasinya,positif
IHSG Diprediksi Hijau Lagi Cek Rekomendasi Saham yang Dibeli,detikFinance,"Kamis, 03 Feb 2022 08:47 WIB",https://finance.detik.com/market-research/d-5925984/ihsg-diprediksi-hijau-lagi-cek-rekomendasi-saham-yang-dibeli,negatif
Standby! BCA Mau Bagi-bagi Dividen Cek di Sini Tanggalnya,detikFinance,"Senin, 08 Nov 2021 18:51 WIB",https://finance.detik.com/bursa-dan-valas/d-5802513/standby-bca-mau-bagi-bagi-dividen-cek-di-sini-tanggalnya,positif
Kata Analis soal BNI yang Mau Akuisisi dan Bikin Bank Digital,detikFinance,"Minggu, 17 Okt 2021 21:32 WIB",https://finance.detik.com/moneter/d-5771319/kata-analis-soal-bni-yang-mau-akuisisi-dan-bikin-bank-digital,negatif
Saham BBCA Diserbu Investor Muda Usai Stock Split,detikFinance,"Kamis, 14 Okt 2021 09:15 WIB",https://finance.detik.com/bursa-dan-valas/d-5766026/saham-bbca-diserbu-investor-muda-usai-stock-split,negatif
Imbas Stock Split Harga Saham BCA Sekarang 'Cuma' Rp 7.000-an!,detikFinance,"Rabu, 13 Okt 2021 10:56 WIB",https://finance.detik.com/bursa-dan-valas/d-5764772/imbas-stock-split-harga-saham-bca-sekarang-cuma-rp-7-000-an,positif
Beli Saham BCA 14 Oktober Bakal Lebih Murah Berapa Harganya?,detikFinance,"Kamis, 07 Okt 2021 19:00 WIB",https://finance.detik.com/bursa-dan-valas/d-5757475/beli-saham-bca-14-oktober-bakal-lebih-murah-berapa-harganya,positif
Siap-siap! IHSG Diprediksi Tembus Rekor Baru di Tahun Ini,detikFinance,"Kamis, 07 Okt 2021 14:39 WIB",https://finance.detik.com/bursa-dan-valas/d-5756875/siap-siap-ihsg-diprediksi-tembus-rekor-baru-di-tahun-ini,positif
Mau Beli Saham BCA Murah? Tanggal Segini Dipecah 5,detikFinance,"Kamis, 07 Okt 2021 13:05 WIB",https://finance.detik.com/bursa-dan-valas/d-5756703/mau-beli-saham-bca-murah-tanggal-segini-dipecah-5,positif
IHSG Masih Diprediksi Melemah Saham-saham Ini Berpotensi Cuan!,detikFinance,"Rabu, 29 Sep 2021 08:39 WIB",https://finance.detik.com/market-research/d-5744543/ihsg-masih-diprediksi-melemah-saham-saham-ini-berpotensi-cuan,positif
IHSG Diprediksi Melemah Saham-saham Ini Bisa Jadi Pilihan,detikFinance,"Selasa, 28 Sep 2021 08:57 WIB",https://finance.detik.com/market-research/d-5743053/ihsg-diprediksi-melemah-saham-saham-ini-bisa-jadi-pilihan,positif
IHSG Diprediksi Menguat Hari Ini Simak Saham-saham Berpotensi Cuan!,detikFinance,"Jumat, 24 Sep 2021 08:48 WIB",https://finance.detik.com/market-research/d-5737672/ihsg-diprediksi-menguat-hari-ini-simak-saham-saham-berpotensi-cuan,positif
Lebih Murah Harga Saham BCA Akan Dipecah Jadi Segini,detikFinance,"Kamis, 23 Sep 2021 12:25 WIB",https://finance.detik.com/bursa-dan-valas/d-5736405/lebih-murah-harga-saham-bca-akan-dipecah-jadi-segini,positif
Mau Beli Rumah Tapi Males Keluar? Cek Ini Dulu Deh,detikFinance,"Rabu, 08 Sep 2021 19:15 WIB",https://finance.detik.com/properti/d-5715562/mau-beli-rumah-tapi-males-keluar-cek-ini-dulu-deh,negatif
Bos BCA Ramal di Masa Depan Bank Digital RI Cuma Sisa 3,detikFinance,"Kamis, 12 Agu 2021 11:25 WIB",https://finance.detik.com/moneter/d-5679040/bos-bca-ramal-di-masa-depan-bank-digital-ri-cuma-sisa-3,positif
bank bjb Raih Peringkat Pertama Bank Go Public Versi InfoBank,detikFinance,"Rabu, 11 Agu 2021 14:02 WIB",https://finance.detik.com/moneter/d-5678197/bank-bjb-raih-peringkat-pertama-bank-go-public-versi-infobank,positif
BCA Mau Stock Split Saham 1:5 Harganya Jadi Lebih Murah,detikFinance,"Sabtu, 31 Jul 2021 19:12 WIB",https://finance.detik.com/moneter/d-5664562/bca-mau-stock-split-saham-1-5-harganya-jadi-lebih-murah,positif
BCA Stock Split Saham 1:5 Harganya Jadi Berapa?,detikFinance,"Sabtu, 31 Jul 2021 11:00 WIB",https://finance.detik.com/bursa-dan-valas/d-5663934/bca-stock-split-saham-1-5-harganya-jadi-berapa,positif
Bos BCA Ungkap Biang Kerok Anjloknya Kredit Rumah dan Kendaraan,detikFinance,"Jumat, 30 Jul 2021 20:15 WIB",https://finance.detik.com/moneter/d-5663569/bos-bca-ungkap-biang-kerok-anjloknya-kredit-rumah-dan-kendaraan,negatif
Pilih Oktober buat Stock Split Saham Bos BCA: Pas Market Hot Lagi!,detikFinance,"Jumat, 30 Jul 2021 19:45 WIB",https://finance.detik.com/bursa-dan-valas/d-5663504/pilih-oktober-buat-stock-split-saham-bos-bca-pas-market-hot-lagi,negatif
BCA Stock Split Sahamnya Demi Gaet Investor Milenial ,detikFinance,"Jumat, 30 Jul 2021 16:43 WIB",https://finance.detik.com/bursa-dan-valas/d-5663271/bca-stock-split-sahamnya-demi-gaet-investor-milenial,negatif
Imbas PPKM Darurat KPR & KKB BCA Drop,detikFinance,"Kamis, 22 Jul 2021 19:15 WIB",https://finance.detik.com/moneter/d-5652986/imbas-ppkm-darurat-kpr-kkb-bca-drop,negatif
Mohon Sabar BCA Digital Masih Bayi IPO Masih Lama,detikFinance,"Kamis, 22 Jul 2021 18:05 WIB",https://finance.detik.com/bursa-dan-valas/d-5652941/mohon-sabar-bca-digital-masih-bayi-ipo-masih-lama,negatif
Semester I BCA Raup Laba Rp145 T Naik 18%,detikFinance,"Kamis, 22 Jul 2021 16:40 WIB",https://finance.detik.com/bursa-dan-valas/d-5652789/semester-i-bca-raup-laba-rp14-5-t-naik-18,negatif
BCA Digital Bakal IPO Induknya Diinterogasi BEI,detikFinance,"Senin, 12 Jul 2021 11:41 WIB",https://finance.detik.com/bursa-dan-valas/d-5640194/bca-digital-bakal-ipo-induknya-diinterogasi-bei,positif
Minat Investasi Asing ke RI Sedang Tinggi Pemerintah Bisa Apa?,detikFinance,"Rabu, 28 Apr 2021 16:40 WIB",https://finance.detik.com/berita-ekonomi-bisnis/d-5549962/minat-investasi-asing-ke-ri-sedang-tinggi-pemerintah-bisa-apa,positif
Ada Kementerian Investasi Peringkat Investasi RI Bisa Naik?,detikFinance,"Rabu, 28 Apr 2021 15:44 WIB",https://finance.detik.com/berita-ekonomi-bisnis/d-5549854/ada-kementerian-investasi-peringkat-investasi-ri-bisa-naik,positif
Jahja Setiaatmadja Borong Saham BCA Rp 77 M,detikFinance,"Sabtu, 10 Apr 2021 17:15 WIB",https://finance.detik.com/bursa-dan-valas/d-5527549/jahja-setiaatmadja-borong-saham-bca-rp-7-7-m,negatif
Super App BCA Kapan Meluncur?,detikFinance,"Rabu, 07 Apr 2021 15:22 WIB",https://finance.detik.com/moneter/d-5523618/super-app-bca-kapan-meluncur,negatif
Ada DP KPR 0% Bos BCA Jahja Setiaatmadja Ingatkan soal Ini,detikFinance,"Kamis, 04 Mar 2021 15:59 WIB",https://finance.detik.com/moneter/d-5480911/ada-dp-kpr-0-bos-bca-jahja-setiaatmadja-ingatkan-soal-ini,negatif
